"Booking No","Ticket Type","Ticket Count","Ticket Amount","Processing Fee","Ticket Fee","Platform Fee","Agent Fee","Discount Amount","Grand Total","Payment Status","Booking Status","Event Name","Organizer","Venue","Created Date","Stripe Revenue","Eventox Revenue","Organizer Revenue","Refund Amount","Actions"
"EV17764896631418M8PVC","Student Ticket - Final Release","2","50.98","1.38","1","0","0","0","53.36","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T05:21:03.171Z","1.74","0.64","50.98","0",""
"EV1776490857874KFNCFE","Student Ticket - Final Release","1","25.49","0.69","0.5","0","0","0","26.68","failed","failed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T05:40:57.909Z","1.02","0.17","25.49","0",""
"EV1776491535763C0VQFQ","General Admission - Final Release","1","35.49","0.96","0.5","0","0","0","36.95","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T05:52:15.799Z","1.3","0.16","35.49","0",""
"EV1776491591670Z6M9VP","GENERAL ADMISSION","5","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T05:53:11.700Z","0","0","0","0",""
"EV1776491711761TSZ5FO","GENERAL ADMISSION","9","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T05:55:11.796Z","0","0","0","0",""
"EV1776491832844RZGARP","General Admission - Final Release","1","35.49","0.96","0.5","0","0","0","36.95","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T05:57:12.878Z","1.3","0.16","35.49","0",""
"EV1776491873128OZWKBE","GENERAL ADMISSION","3","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T05:57:53.134Z","0","0","0","0",""
"EV1776492188190P8NOGI","Group of 5 pass (Final Release)","5","152.45","4.12","2.5","0","0","0","159.07","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T06:03:08.224Z","4.59","2.03","152.45","0",""
"EV1776492545345YDDOE1","Student Ticket - Final Release","1","25.49","0.69","0.5","0","0","0","26.68","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T06:09:05.387Z","1.02","0.17","25.49","0",""
"EV1776492608358GDK7TH","VVIP","1","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T06:10:08.365Z","0","0","0","0",""
"EV1776492662087PW2EJP","General Admission - Final Release","2","70.98","1.92","1","0","0","7.098000000000001","66.802","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T06:11:02.093Z","2.1","0.82","63.88","0",""
"EV1776492885017ELUFMG","VVIP","1","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T06:14:45.024Z","0","0","0","0",""
"EV1776492953675O8SZI1","Student Ticket - Final Release","1","25.49","0.69","0.5","0","0","0","26.68","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T06:15:53.682Z","1.02","0.17","25.49","0",""
"EV1776492969748SN0HBE","GENERAL ADMISSION","1","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T06:16:09.753Z","0","0","0","0",""
"EV1776493216503GXZVUM","VVIP","1","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T06:20:16.530Z","0","0","0","0",""
"EV1776493632617AVUR0Y","Student Ticket - Final Release","2","50.98","1.38","1","0","0","0","53.36","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T06:27:12.658Z","1.74","0.64","50.98","0",""
"EV1776493971307EGAV3I","GENERAL ADMISSION","1","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T06:32:51.329Z","0","0","0","0",""
"EV1776494294479JLG4UW","Student Ticket - Final Release","1","25.49","0.69","0.5","0","0","0","26.68","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T06:38:14.511Z","1.02","0.17","25.49","0",""
"EV17764946487820WV9M2","General Admission - Executive Seating","1","79","2.13","1.5","2","0","0","84.63","expired","expired","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-18T06:44:08.819Z","2.59","3.04","79","0",""
"EV1776494679340CZKB3D","General Admission - Executive Seating","1","79","2.13","1.5","2","0","7.9","76.72999999999999","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-18T06:44:39.346Z","2.37","3.26","71.1","0",""
"EV177649572569087ODSW","Early Bird - General Admission","2","98","2.65","3","2","0","0","105.65","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-18T07:02:05.722Z","3.15","4.5","98","0",""
"EV1776496297170CH9C3E","Group of 5 pass (Final Release)","5","152.45","4.12","2.5","0","0","0","159.07","expired","expired","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T07:11:37.182Z","4.59","2.03","152.45","0",""
"EV17764969478603T05T8","General Admission - Final Release","5","137.45","3.71","2.5","0","0","0","143.66","expired","expired","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T07:22:27.894Z","4.18","2.03","137.45","0",""
"EV1776497270735ON1QLF","General Admission - Final Release","1","35.49","0.96","0.5","0","0","3.5490000000000004","33.401","expired","expired","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T07:27:50.743Z","1.2","0.26","31.94","0",""
"EV1776497501016C0NDSP","General Admission - Final Release","1","35.49","0.96","0.5","0","0","3.5490000000000004","33.401","expired","expired","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T07:31:41.026Z","1.2","0.26","31.94","0",""
"EV1776497555576827DAY","General Admission - Final Release","1","35.49","0.96","0.5","0","0","0","36.95","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T07:32:35.609Z","1.3","0.16","35.49","0",""
"EV1776497899664AM32WM","Student Ticket - Final Release","5","137.45","3.71","2.5","0","0","0","143.66","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T07:38:19.673Z","4.18","2.03","137.45","0",""
"EV1776498411192T674JY","Early Bird - General Admission","2","98","2.65","3","2","0","9.8","95.85000000000001","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-18T07:46:51.222Z","2.89","4.76","88.2","0",""
"EV1776498889704WV2G1L","Student Ticket - Final Release","3","76.47","2.06","1.5","0","0","0","80.03","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T07:54:49.732Z","2.46","1.1","76.47","0",""
"EV1776499045376KH2EO6","Student Ticket - Final Release","2","50.98","1.38","1","0","0","0","53.36","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T07:57:25.401Z","1.74","0.64","50.98","0",""
"EV1776500248044ULXN63","Member Ticket","4","85","2.3","4","0","0","20.299999999999997","71","paid","confirmed","Easter • Eid • Vishu Celebration 2026","TARANAKI MALAYALEE ASSOCIATION INCORPORATED","","2026-04-18T08:17:28.072Z","2.22","4.08","64.7","0",""
"EV1776500282195I7V3QM","General Admission - Final Release","1","35.49","0.96","0.5","0","0","0","36.95","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T08:18:02.199Z","1.3","0.16","35.49","0",""
"EV1776500633760CI6LWK","Student Ticket - Final Release","1","25.49","0.69","0.5","0","0","0","26.68","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T08:23:53.792Z","1.02","0.17","25.49","0",""
"EV17765018452295GH8TE","General Admission - Final Release","2","70.98","1.92","1","0","0","7.098000000000001","66.802","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T08:44:05.238Z","2.1","0.82","63.88","0",""
"EV1776501913542NOI3M0","General Admission - Final Release","1","35.49","0.96","0.5","0","0","3.5490000000000004","33.401","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T08:45:13.548Z","1.2","0.26","31.94","0",""
"EV1776502172429JAUR3G","Adult Pass","6","250","6.75","9","0","0","0","265.75","paid","confirmed","Bible Convention","NZ Mobile Group","","2026-04-18T08:49:32.441Z","7.48","8.27","250","0",""
"EV1776502471972E2PAS7","Member Ticket","3","70","1.89","3","0","0","20.299999999999997","54.59","paid","confirmed","Easter • Eid • Vishu Celebration 2026","TARANAKI MALAYALEE ASSOCIATION INCORPORATED","","2026-04-18T08:54:31.984Z","1.77","3.12","49.7","0",""
"EV1776502585190FYOAA6","Student Ticket - Final Release","2","50.98","1.38","1","0","0","0","53.36","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T08:56:25.200Z","1.74","0.64","50.98","0",""
"EV1776503731770I8EX81","Student Ticket - Final Release","1","25.49","0.69","0.5","0","0","0","26.68","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T09:15:31.799Z","1.02","0.17","25.49","0",""
"EV1776503891129R4FBA3","Student Ticket - Final Release","3","76.47","2.06","1.5","0","0","0","80.03","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T09:18:11.163Z","2.46","1.1","76.47","0",""
"EV17765041398219THB6L","General Admission - Final Release","2","70.98","1.92","1","0","0","7.098000000000001","66.802","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T09:22:19.832Z","2.1","0.82","63.88","0",""
"EV17765045689816DLBA8","General Admission - Final Release","3","106.47","2.87","1.5","0","0","0","110.84","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T09:29:28.988Z","3.29","1.08","106.47","0",""
"EV1776506823467E5ACT9","Last Call","2","80","2.16","1","0","0","0","83.16","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T10:07:03.495Z","2.55","0.61","80","0",""
"EV17765073285061Y6JXG","Last Call","2","80","2.16","1","0","0","0","83.16","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T10:15:28.537Z","2.55","0.61","80","0",""
"EV17765088747877JNZNY","Last Call","1","40","1.08","0.5","0","0","0","41.58","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T10:41:14.814Z","1.42","0.16","40","0",""
"EV1776510310809BOVTSV","Last Call","1","40","1.08","0.5","0","0","0","41.58","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T11:05:10.842Z","1.42","0.16","40","0",""
"EV1776537834332CMX90R","VIP Seating","3","297","8.02","4.5","2","0","0","311.52","expired","expired","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-18T18:43:54.374Z","8.71","5.81","297","0",""
"EV17765487623947K3WUJ","Adult Pass","4","170","4.59","6","0","0","0","180.59","paid","confirmed","Bible Convention","NZ Mobile Group","","2026-04-18T21:46:02.421Z","5.18","5.41","170","0",""
"EV1776549453596JHBVY9","Member Ticket","4","100","2.7","4","0","0","20.299999999999997","86.4","paid","confirmed","Easter • Eid • Vishu Celebration 2026","TARANAKI MALAYALEE ASSOCIATION INCORPORATED","","2026-04-18T21:57:33.603Z","2.63","4.07","79.7","0",""
"EV1776553659073AX6Q6R","Adult Pass","1","65","1.76","1.5","0","0","0","68.26","paid","confirmed","Bible Convention","NZ Mobile Group","","2026-04-18T23:07:39.114Z","2.14","1.12","65","0",""
"EV1776556672551PXJZTI","Adult Pass","3","145","3.92","4.5","0","0","0","153.42","paid","confirmed","Bible Convention","NZ Mobile Group","","2026-04-18T23:57:52.594Z","4.44","3.98","145","0",""
"EV17765579009682Z5UVE","Early Bird - General Admission","1","49","1.32","1.5","2","0","4.9","48.92","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-19T00:18:21.005Z","1.62","3.2","44.1","0",""
"EV1776561663976XD86QU","General Admission - Executive Seating","4","327","8.83","6","2","0","32.7","311.13","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-19T01:21:04.014Z","8.7","8.13","294.3","0",""
"EV17765626191400HIJXO","Early Bird - General Admission","2","98","2.65","3","2","0","9.8","95.85000000000001","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-19T01:36:59.172Z","2.89","4.76","88.2","0",""
"EV1776569518130T6ABW4","Early Bird - General Admission","1","49","1.32","1.5","2","0","0","53.82","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-19T03:31:58.166Z","1.75","3.07","49","0",""
"EV1776582508732JVQN3J","Adult Pass","5","325","8.78","7.5","0","0","0","341.28","paid","confirmed","Bible Convention","NZ Mobile Group","","2026-04-19T07:08:28.761Z","9.51","6.77","325","0",""
"EV1776584098683I4YHQL","Early Bird - General Admission","3","147","3.97","4.5","2","0","14.700000000000001","142.77","expired","expired","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-19T07:34:58.716Z","4.15","6.32","132.3","0",""
"EV1776588488071YLK1RH","Early Bird - General Admission","1","49","1.32","1.5","2","0","0","53.82","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-19T08:48:08.083Z","1.75","3.07","49","0",""
"EV177659163173498XL7Y","Early Bird - General Admission","2","98","2.65","3","2","0","0","105.65","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-19T09:40:31.742Z","3.15","4.5","98","0",""
"EV1776591787331UXUNA1","VIP Seating","2","198","5.35","3","2","0","0","208.35","expired","expired","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-19T09:43:07.338Z","5.93","4.42","198","0",""
"EV1776592920628TNZVMU","Early Bird - General Admission","3","98","2.65","4.5","2","0","0","107.15","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-19T10:02:00.655Z","3.19","5.96","98","0",""
"EV177659300340383CAGP","Premium VIP Experience","1","169","4.56","1.5","2","0","16.900000000000002","160.16","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-19T10:03:23.427Z","4.62","3.44","152.1","0",""
"EV17765976599691NDP5O","Adult Pass","2","130","3.51","3","0","0","0","136.51","paid","confirmed","Bible Convention","NZ Mobile Group","","2026-04-19T11:20:59.993Z","3.99","2.52","130","0",""
"EV1776598484510VUT936","Member Ticket","5","80","2.16","5","0","0","20.299999999999997","66.86","paid","confirmed","Easter • Eid • Vishu Celebration 2026","TARANAKI MALAYALEE ASSOCIATION INCORPORATED","","2026-04-19T11:34:44.541Z","2.11","5.05","59.7","0",""
"EV1776599476882NUOXHP","Early Bird - General Admission","3","147","3.97","4.5","2","0","0","157.47","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-19T11:51:16.889Z","4.55","5.92","147","0",""
"EV1776608758260HLDXWM","General Admission - Executive Seating","3","237","6.4","4.5","2","0","23.700000000000003","226.2","expired","expired","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-19T14:25:58.290Z","6.41","6.49","213.3","0",""
"EV1776625335729PE8V1Q","Early Bird","1","10","0.27","1","1","0","0","12.27","failed","failed"," 🔥 South Indian DJ Night – ‘Scene Turbo’ Vol. 1","Southsync ","","2026-04-19T19:02:15.757Z","0.63","1.64","10","0",""
"EV1776637516209J9ATNU","Early Bird - General Admission","1","49","1.32","1.5","2","0","4.9","48.92","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-19T22:25:16.221Z","1.62","3.2","44.1","0",""
"EV1776637687243F635O4","Adult Pass","1","65","1.76","1.5","0","0","0","68.26","paid","confirmed","Bible Convention","NZ Mobile Group","","2026-04-19T22:28:07.274Z","2.14","1.12","65","0",""
"EV1776643385495BWOKP4","Adult Pass","1","65","1.76","1.5","0","0","0","68.26","paid","confirmed","Bible Convention","NZ Mobile Group","","2026-04-20T00:03:05.536Z","2.14","1.12","65","0",""
"EV1776645190214816U3C","Adult Pass","3","170","4.59","4.5","0","0","0","179.09","paid","confirmed","Bible Convention","NZ Mobile Group","","2026-04-20T00:33:10.261Z","5.14","3.95","170","0",""
"EV1776645665878UDV4Z3","Early Bird - General Admission","1","49","1.32","1.5","2","0","0","53.82","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-20T00:41:05.906Z","1.75","3.07","49","0",""
"EV1776652866446ED9GT4","Early Bird - General Admission","2","98","2.65","3","2","0","0","105.65","expired","expired","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-20T02:41:06.455Z","3.15","4.5","98","0",""
"EV1776652948578PF266W","Early Bird - General Admission","3","147","3.97","4.5","2","0","0","157.47","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-20T02:42:28.589Z","4.55","5.92","147","0",""
"EV17766555867057G18RH","Member Ticket","2","70","1.89","2","0","0","20.299999999999997","53.59","paid","confirmed","Easter • Eid • Vishu Celebration 2026","TARANAKI MALAYALEE ASSOCIATION INCORPORATED","","2026-04-20T03:26:26.745Z","1.75","2.14","49.7","0",""
"EV17766575371749ND27Y","Early Bird - General Admission","3","147","3.97","4.5","2","0","14.700000000000001","142.77","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-20T03:58:57.180Z","4.15","6.32","132.3","0",""
"EV1776659357332TNLI4S","General Admission - Executive Seating","3","237","6.4","4.5","2","0","0","249.9","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-20T04:29:17.376Z","7.05","5.85","237","0",""
